HOUSEID,PERSONID,FRSTHM,OUTOFTWN,ONTD_P1,ONTD_P2,ONTD_P3,ONTD_P4,ONTD_P5,ONTD_P6,ONTD_P7,ONTD_P8,ONTD_P9,ONTD_P10,ONTD_P11,ONTD_P12,ONTD_P13,ONTD_P14,ONTD_P15,TDCASEID,HH_HISP,HH_RACE,DRIVER,R_SEX,WORKER,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,FLAG100,LIF_CYC,TRIPPURP,AWAYHOME,CDIVMSAR,CENSUS_D,CENSUS_R,DROP_PRK,DRVR_FLG,EDUC,ENDTIME,HH_ONTD,HHMEMDRV,HHRESP,HHSTATE,HHSTFIPS,INTSTATE,MSACAT,MSASIZE,NONHHCNT,NUMONTRP,PAYTOLL,PRMACT,PROXY,PSGR_FLG,R_AGE,RAIL,STRTTIME,TRACC1,TRACC2,TRACC3,TRACC4,TRACC5,TRACCTM,TRAVDAY,TREGR1,TREGR2,TREGR3,TREGR4,TREGR5,TREGRTM,TRPACCMP,TRPHHACC,TRPHHVEH,TRPTRANS,TRVL_MIN,TRVLCMIN,TRWAITTM,URBAN,URBANSIZE,URBRUR,USEINTST,USEPUBTR,VEHID,WHODROVE,WHYFROM,WHYTO,WHYTRP1S,WRKCOUNT,DWELTIME,WHYTRP90,TDTRPNUM,TDWKND,TDAYDATE,TRPMILES,WTTRDFIN,VMT_MILE,PUBTRANS,HOMEOWN,HOMETYPE,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,GASPRICE,VEHTYPE,HH_CBSA,HHC_MSA
20000017,01,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170101,02,01,01,01,02,2,18,3,3,3,01,10,HBO,-1,33,03,02,-1,02,03,1020,2,01,02,IN,18,01,03,03,0,2,02,06,01,01,75,02,0955,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,25,25,-1,04,06,02,01,02,02,02,01,30,30,1,70,06,01,02,200904,22,68170.670425,-1,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,01,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170102,02,01,01,01,02,2,18,3,3,3,01,10,NHB,-1,33,03,02,-1,02,03,1132,2,01,02,IN,18,02,03,03,0,2,-1,06,01,01,75,02,1130,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,2,2,-1,04,06,02,01,02,02,02,30,53,50,1,118,08,02,02,200904,0.2222222222,68170.670425,-1,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,01,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170103,02,01,01,01,02,2,18,3,3,3,01,10,HBSOCREC,-1,33,03,02,-1,02,03,1400,2,01,02,IN,18,01,03,03,0,2,02,06,01,01,75,02,1330,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,30,30,-1,04,06,02,01,02,02,02,53,01,01,1,230,08,03,02,200904,22,68170.670425,-1,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,01,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170104,02,01,01,01,02,2,18,3,3,3,01,10,HBO,-1,33,03,02,-1,02,03,1825,2,01,02,IN,18,02,03,03,0,2,-1,06,01,01,75,02,1750,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,35,35,-1,04,06,02,01,02,02,02,01,22,20,1,95,05,04,02,200904,20,68170.670425,-1,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,01,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170105,02,01,01,01,02,2,18,3,3,3,01,10,HBO,-1,33,03,02,-1,02,03,2035,2,01,02,IN,18,02,03,03,0,2,-1,06,01,01,75,02,2000,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,35,35,-1,04,06,02,01,02,02,02,22,01,01,1,-9,05,05,02,200904,20,68170.670425,-1,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,02,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170201,02,01,01,02,01,2,18,3,3,3,01,10,HBSOCREC,-1,33,03,02,-1,01,03,1020,2,01,02,IN,18,01,03,03,0,2,02,07,01,02,58,02,0955,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,25,25,-1,04,06,02,01,02,02,02,01,53,50,1,2,08,01,02,200904,22,69589.496462,22,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,02,01,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170202,02,01,01,02,01,2,18,3,3,3,01,10,NHB,-1,33,03,02,-1,01,03,1025,1,-1,02,IN,18,02,03,03,0,1,-1,07,01,02,58,02,1022,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,0,0,01,03,3,3,-1,04,06,02,01,02,02,02,53,53,50,1,55,08,02,02,200904,0.2222222222,69589.496462,0.2222222222,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,02,01,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170203,02,01,01,02,01,2,18,3,3,3,01,10,NHB,-1,33,03,02,-1,01,03,1122,1,-1,02,IN,18,02,03,03,0,1,-1,07,01,02,58,02,1120,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,0,0,01,03,2,2,-1,04,06,02,01,02,02,02,53,71,70,1,8,04,03,02,200904,0.2222222222,69589.496462,0.2222222222,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,02,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170204,02,01,01,02,01,2,18,3,3,3,01,10,NHB,-1,33,03,02,-1,01,03,1132,2,01,02,IN,18,02,03,03,0,2,-1,07,01,02,58,02,1130,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,2,2,-1,04,06,02,01,02,02,02,71,53,50,1,98,08,04,02,200904,0.2222222222,69589.496462,0.2222222222,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,02,01,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170205,02,01,01,02,01,2,18,3,3,3,01,10,NHB,-1,33,03,02,-1,01,03,1313,1,-1,02,IN,18,02,03,03,0,1,-1,07,01,02,58,02,1310,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,0,0,01,03,3,3,-1,04,06,02,01,02,02,02,53,71,70,1,17,04,05,02,200904,0.5555555556,69589.496462,0.5555555556,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,02,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170206,02,01,01,02,01,2,18,3,3,3,01,10,HBO,-1,33,03,02,-1,01,03,1400,2,01,02,IN,18,01,03,03,0,2,02,07,01,02,58,02,1330,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,30,30,-1,04,06,02,01,02,02,02,71,01,01,1,230,08,06,02,200904,22,69589.496462,22,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,02,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170207,02,01,01,02,01,2,18,3,3,3,01,10,HBO,-1,33,03,02,-1,01,03,1825,2,01,02,IN,18,02,03,03,0,2,-1,07,01,02,58,02,1750,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,35,35,-1,04,06,02,01,02,02,02,01,22,20,1,95,05,07,02,200904,20,69589.496462,20,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000017,02,01,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200000170208,02,01,01,02,01,2,18,3,3,3,01,10,HBO,-1,33,03,02,-1,01,03,2035,2,01,02,IN,18,02,03,03,0,2,-1,07,01,02,58,02,2000,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,1,1,01,03,35,35,-1,04,06,02,01,02,02,02,22,01,01,1,-9,05,08,02,200904,20,69589.496462,20,02,01,01,TC,300,5,300,75,300,5,300,200.8,03,XXXXX,XXXX
20000231,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200002310101,01,01,01,02,01,1,08,1,1,1,01,01,HBSHOP,-1,73,07,03,-1,01,03,0952,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,26,02,0945,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,0,0,01,01,7,7,-1,01,03,01,02,02,01,01,01,43,40,1,3,03,01,02,200812,3,522885.47256,3,02,01,02,S,1500,30,3000,1500,1500,5,3000,155.6,01,XXXXX,XXXX
20000231,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200002310102,01,01,01,02,01,1,08,1,1,1,01,01,NHB,-1,73,07,03,-1,01,03,1000,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,26,02,0955,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,0,0,01,01,5,5,-1,01,03,01,02,02,01,01,43,11,10,1,300,01,02,02,200812,2,522885.47256,2,02,01,02,S,1500,30,3000,1500,1500,5,3000,155.6,01,XXXXX,XXXX
20000231,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200002310103,01,01,01,02,01,1,08,1,1,1,01,01,HBW,-1,73,07,03,-1,01,03,1512,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,26,02,1500,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,0,0,01,01,12,12,-1,01,03,01,02,02,01,01,11,01,01,1,92,01,03,02,200812,6,522885.47256,6,02,01,02,S,1500,30,3000,1500,1500,5,3000,155.6,01,XXXXX,XXXX
20000231,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200002310104,01,01,01,02,01,1,08,1,1,1,01,01,HBW,-1,73,07,03,-1,01,03,1656,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,26,02,1644,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,0,0,01,01,12,12,-1,01,03,01,02,02,01,01,01,12,10,1,186,01,04,02,200812,5,522885.47256,5,02,01,02,S,1500,30,3000,1500,1500,5,3000,155.6,01,XXXXX,XXXX
20000231,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200002310105,01,01,01,02,01,1,08,1,1,1,01,01,HBW,-1,73,07,03,-1,01,03,2013,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,26,02,2002,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,-1,-1,-1,0,0,01,01,11,11,-1,01,03,01,02,02,01,01,12,01,01,1,-9,01,05,02,200812,5,522885.47256,5,02,01,02,S,1500,30,3000,1500,1500,5,3000,155.6,01,XXXXX,XXXX
20000521,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200005210101,01,01,01,01,01,2,06,2,2,2,01,10,HBSHOP,-1,73,07,03,-1,01,04,1345,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,59,02,1330,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,0,0,01,01,15,15,-1,01,03,01,02,02,01,01,01,41,40,1,75,03,01,01,200902,1,117718.42611,1,02,01,01,U,1500,30,3000,3000,3000,20,7000,180.2,01,XXXXX,XXXX
20000521,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200005210102,01,01,01,01,01,2,06,2,2,2,01,10,NHB,-1,73,07,03,-1,01,04,1520,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,59,02,1500,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,0,0,01,01,20,20,-1,01,03,01,02,02,01,01,41,41,40,1,25,03,02,01,200902,3,117718.42611,3,02,01,01,U,1500,30,3000,3000,3000,20,7000,180.2,01,XXXXX,XXXX
20000521,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200005210103,01,01,01,01,01,2,06,2,2,2,01,10,NHB,-1,73,07,03,-1,01,04,1555,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,59,02,1545,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,0,0,01,01,10,10,-1,01,03,01,02,02,01,01,41,82,80,1,20,10,03,01,200902,1,117718.42611,1,02,01,01,U,1500,30,3000,3000,3000,20,7000,180.2,01,XXXXX,XXXX
20000521,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200005210104,01,01,01,01,01,2,06,2,2,2,01,10,HBSHOP,-1,73,07,03,-1,01,04,1635,1,-1,01,TX,48,-1,03,03,0,1,-1,01,01,02,59,02,1615,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,0,0,01,01,20,20,-1,01,03,01,02,02,01,01,82,01,01,1,-9,03,04,01,200902,5,117718.42611,5,02,01,01,U,1500,30,3000,3000,3000,20,7000,180.2,01,XXXXX,XXXX
20000521,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200005210201,01,01,01,01,02,2,06,2,2,2,01,10,HBSOCREC,-1,73,07,03,-1,01,01,1405,1,-1,01,TX,48,-1,03,03,0,1,-1,06,02,02,80,02,1330,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,0,0,01,01,35,35,-1,01,03,01,02,02,02,02,01,53,50,1,385,08,01,01,200902,12,132561.49202,12,02,01,01,U,1500,30,3000,3000,3000,20,7000,180.2,01,XXXXX,XXXX
20000521,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200005210202,01,01,01,01,02,2,06,2,2,2,01,10,HBSOCREC,-1,73,07,03,-1,01,01,2100,1,-1,01,TX,48,-1,03,03,0,1,-1,06,02,02,80,02,2030,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,0,0,01,01,30,30,-1,01,03,01,02,02,02,02,53,01,01,1,-9,08,02,01,200902,12,132561.49202,12,02,01,01,U,1500,30,3000,3000,3000,20,7000,180.2,01,XXXXX,XXXX
20001283,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200012830101,02,02,01,01,02,1,03,1,0,1,01,09,HBSHOP,-1,21,02,01,-1,-1,03,1155,1,-1,01,NY,36,-1,01,05,-1,1,-1,06,01,-1,72,01,1145,-1,-1,-1,-1,-1,-1,06,-1,-1,-1,-1,-1,-1,-1,0,02,23,10,10,-1,01,05,01,02,01,-1,-1,01,83,80,0,80,10,01,02,200806,0.4444444444,646101.18753,-1,02,02,03,U,30000,90,30000,5000,30000,90,30000,404.7,-1,35620,5602
20001283,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200012830102,02,02,01,01,02,1,03,1,0,1,01,09,NHB,-1,21,02,01,-1,-1,03,1330,1,-1,01,NY,36,-1,01,05,0,1,-1,06,01,-1,72,01,1315,23,-1,-1,-1,-1,3,06,23,-1,-1,-1,-1,1,0,0,02,17,15,15,4,01,05,01,02,01,-1,-1,83,40,40,0,30,03,02,02,200806,7.7777777778,646101.18753,-1,01,02,03,U,30000,90,30000,5000,30000,90,30000,404.7,-1,35620,5602
20001283,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200012830103,02,02,01,01,02,1,03,1,0,1,01,09,NHB,-1,21,02,01,-1,-1,03,1410,1,-1,01,NY,36,-1,01,05,0,1,-1,06,01,-1,72,01,1400,-1,-1,-1,-1,-1,-1,06,-1,-1,-1,-1,-1,-1,0,0,02,23,10,10,-1,01,05,01,02,01,-1,-1,40,41,40,0,20,03,03,02,200806,1.1111111111,646101.18753,-1,02,02,03,U,30000,90,30000,5000,30000,90,30000,404.7,-1,35620,5602
20001283,01,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200012830104,02,02,01,01,02,1,03,1,0,1,01,09,HBSHOP,-1,21,02,01,-1,-1,03,1500,1,-1,01,NY,36,-1,01,05,0,1,-1,06,01,-1,72,01,1430,23,-1,-1,-1,-1,4,06,23,-1,-1,-1,-1,3,0,0,02,17,30,30,-9,01,05,01,02,01,-1,-1,41,01,01,0,-9,10,04,02,200806,8.8888888889,646101.18753,-1,01,02,03,U,30000,90,30000,5000,30000,90,30000,404.7,-1,35620,5602
20001603,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030101,02,01,01,02,02,2,16,2,3,2,01,10,HBSHOP,-1,74,07,03,-1,-1,02,1115,1,-1,01,TX,48,-1,04,06,-1,1,-1,06,01,-1,68,02,1100,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,-1,0,02,23,15,15,-1,04,06,02,02,02,-1,-1,01,42,40,1,165,04,01,02,200808,0.1111111111,37531.737404,-1,02,01,01,TC,50,20,50,25,50,20,50,368.5,-1,19100,-1
20001603,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030102,02,01,01,02,02,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,-1,02,1415,1,-1,01,TX,48,-1,04,06,-1,1,-1,06,01,-1,68,02,1400,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,-1,0,02,23,15,15,-1,04,06,02,02,02,-1,-1,42,64,60,1,105,04,02,02,200808,0.1111111111,37531.737404,-1,02,01,01,TC,50,20,50,25,50,20,50,368.5,-1,19100,-1
20001603,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030103,02,01,01,02,02,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,-1,02,1610,1,-1,01,TX,48,-1,04,06,-1,1,-1,06,01,-1,68,02,1600,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,-1,-1,02,97,10,10,-1,04,06,02,02,02,-1,-1,64,40,40,1,50,03,03,02,200808,0.1111111111,37531.737404,-1,02,01,01,TC,50,20,50,25,50,20,50,368.5,-1,19100,-1
20001603,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030104,02,01,01,02,02,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,-1,02,1703,1,-1,01,TX,48,-1,04,06,-1,1,-1,06,01,-1,68,02,1700,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,-1,-1,02,97,3,3,-1,04,06,02,02,02,-1,-1,40,60,60,1,27,04,04,02,200808,0.2222222222,37531.737404,-1,02,01,01,TC,50,20,50,25,50,20,50,368.5,-1,19100,-1
20001603,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030105,02,01,01,02,02,2,16,2,3,2,01,10,HBO,-1,74,07,03,-1,-1,02,1733,1,-1,01,TX,48,-1,04,06,-1,1,-1,06,01,-1,68,02,1730,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,-1,0,02,23,3,3,-1,04,06,02,02,02,-1,-1,60,01,01,1,2,04,05,02,200808,0.2222222222,37531.737404,-1,02,01,01,TC,50,20,50,25,50,20,50,368.5,-1,19100,-1
20001603,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030106,02,01,01,02,02,2,16,2,3,2,01,10,HBO,-1,74,07,03,-1,-1,02,1745,1,-1,01,TX,48,-1,04,06,-1,1,-1,06,01,-1,68,02,1735,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,-1,0,02,23,3,10,-1,04,06,02,02,02,-1,-1,01,01,01,1,-9,98,06,02,200808,0.2222222222,37531.737404,-1,02,01,01,TC,50,20,50,25,50,20,50,368.5,-1,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030201,02,01,01,01,01,2,16,2,3,2,01,10,HBW,-1,74,07,03,-1,01,02,0825,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,0800,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,04,25,25,-1,04,06,02,01,02,01,02,01,11,10,1,5,01,01,02,200808,15,40866.334893,15,02,01,01,TC,50,20,50,25,50,20,50,368.5,04,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030202,02,01,01,01,01,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,01,02,0900,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,0830,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,02,01,30,30,-1,04,06,02,01,02,-1,02,11,14,10,1,10,02,02,02,200808,15,40866.334893,15,02,01,01,TC,50,20,50,25,50,20,50,368.5,-1,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030203,02,01,01,01,01,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,01,02,0940,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,0910,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,01,30,30,-1,04,06,02,01,02,03,02,13,11,10,1,5,01,03,02,200808,26,40866.334893,26,02,01,01,TC,50,20,50,25,50,20,50,368.5,01,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030204,02,01,01,01,01,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,01,02,1010,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,0945,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,01,25,25,-1,04,06,02,01,02,03,02,11,11,10,1,5,01,04,02,200808,5,40866.334893,5,02,01,01,TC,50,20,50,25,50,20,50,368.5,01,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030205,02,01,01,01,01,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,01,02,1100,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,1015,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,01,85,45,-1,04,06,02,01,02,03,02,11,11,10,1,50,01,05,02,200808,47,40866.334893,47,02,01,01,TC,50,20,50,25,50,20,50,368.5,01,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030206,02,01,01,01,01,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,01,02,1220,1,-1,01,TX,48,01,04,06,0,1,02,01,01,02,71,02,1150,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,01,30,30,-1,04,06,02,01,02,03,02,11,42,40,1,10,04,06,02,200808,14,40866.334893,14,02,01,01,TC,50,20,50,25,50,20,50,368.5,01,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030207,02,01,01,01,01,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,01,02,1250,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,1230,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,01,20,20,-1,04,06,02,01,02,03,02,42,11,10,1,5,01,07,02,200808,14,40866.334893,14,02,01,01,TC,50,20,50,25,50,20,50,368.5,01,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030208,02,01,01,01,01,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,01,02,1335,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,1255,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,01,80,40,-1,04,06,02,01,02,03,02,11,11,10,1,5,01,08,02,200808,38,40866.334893,38,02,01,01,TC,50,20,50,25,50,20,50,368.5,01,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030209,02,01,01,01,01,2,16,2,3,2,01,10,NHB,-1,74,07,03,-1,01,02,1415,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,1340,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,01,80,35,-1,04,06,02,01,02,03,02,11,11,10,1,45,01,09,02,200808,38,40866.334893,38,02,01,01,TC,50,20,50,25,50,20,50,368.5,01,19100,-1
20001603,02,01,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016030210,02,01,01,01,01,2,16,2,3,2,01,10,HBW,-1,74,07,03,-1,01,02,1530,1,-1,01,TX,48,02,04,06,0,1,-1,01,01,02,71,02,1500,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,-1,-1,-1,0,0,01,04,30,30,-1,04,06,02,01,02,01,02,11,01,01,1,-9,01,10,02,200808,15,40866.334893,15,02,01,01,TC,50,20,50,25,50,20,50,368.5,04,19100,-1
20001649,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016490101,02,01,01,02,02,2,17,2,3,2,01,10,HBSHOP,-1,33,03,02,-1,01,04,1001,1,01,01,WI,55,-1,03,02,1,2,-1,06,01,02,40,02,1000,-1,-1,-1,-1,-1,-1,05,-1,-1,-1,-1,-1,-1,1,0,01,03,1,1,-1,01,02,01,02,02,01,01,01,82,80,0,5,10,01,02,200806,0.5,290512.79579,0.5,02,01,01,TC,300,20,300,750,300,30,750,395.2,03,XXXXX,XXXX
20001649,01,01,-1,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200016490102,02,01,01,02,02,2,17,2,3,2,01,10,NHB,-1,33,03,02,-1,01,04,1009,1,01,01,WI,55,-1,03,02,1,2,-1,06,01,02,40,02,1006,-1,-1,-1,-1,-1,-1,05,-1,-1,-1,-1,-1,-1,1,0,01,03,3,3,-1,01,02,01,02,02,01,01,82,42,40,0,1,04,02,02,200806,0.5555555556,290512.79579,0.5555555556,02,01,01,TC,300,20,300,750,300,30,750,395.2,03,XXXXX,XXXX
